,Run_nr,HV
0,Run_1,0.8031236964002624
1,Run_2,0.7848253570487294
2,Run_3,0.7922461607478143
3,Run_4,0.794634020307462
4,Run_5,0.8015388537605496
5,Run_6,0.7976284663345954
6,Run_7,0.7866123494051406
7,Run_8,0.8013412498869806
8,Run_9,0.8029171040561591
9,Run_10,0.7942635248333749
10,Run_11,0.7940048429536406
11,Run_12,0.80351296701702
12,Run_13,0.7999680848884491
13,Run_14,0.7860870953094914
14,Run_15,0.798615795169006
15,Run_16,0.8017611705143214
16,Run_17,0.8015117940381098
17,Run_18,0.7900922452944947
18,Run_19,0.8077281915613337
19,Run_20,0.8036845116523335
20,Means,0.7973048740589634
