,Run_number,Duration,HV Obtained
0,Run_1,0 days 03:27:37.792191,0.8031236964002624
1,Run_10,0 days 03:37:33.642816,0.7942635248333749
2,Run_11,0 days 03:17:03.925266,0.7940048429536406
3,Run_12,0 days 03:17:41.198235,0.80351296701702
4,Run_13,0 days 02:36:13.131332,0.7999680848884491
5,Run_14,0 days 02:32:48.555873,0.7860870953094914
6,Run_15,0 days 03:05:10.286639,0.798615795169006
7,Run_16,0 days 03:08:23.599436,0.8017611705143214
8,Run_17,0 days 03:19:16.848766,0.8015117940381098
9,Run_18,0 days 02:53:53.724568,0.7900922452944947
10,Run_19,0 days 03:52:32.261148,0.8077281915613337
11,Run_2,0 days 03:05:02.980990,0.7848253570487294
12,Run_20,0 days 03:13:41.134500,0.8036845116523335
13,Run_3,0 days 03:04:00.880805,0.7922461607478143
14,Run_4,0 days 02:44:12.672157,0.794634020307462
15,Run_5,0 days 03:21:34.888171,0.8015388537605496
16,Run_6,0 days 03:18:00.622204,0.7976284663345954
17,Run_7,0 days 03:47:29.121120,0.7866123494051406
18,Run_8,0 days 03:26:34.578211,0.8013412498869806
19,Run_9,0 days 03:10:25.951012,0.8029171040561591
20,Average,0 days 03:12:57.889772,0.7973048740589634
